x,y
0.0,0.08625973447012593
0.06346651825433926,0.881293136241005
0.12693303650867852,0.1462873750888879
0.1903995547630178,-0.2493406402459286
0.25386607301735703,-0.31213197772620077
0.3173325912716963,0.017748652020956435
0.3807991095260356,-0.2739851819020993
0.4442656277803748,0.06613656457803097
0.5077321460347141,0.4892581079327435
0.5711986642890533,1.4424609986900911
0.6346651825433925,0.594482583701776
0.6981317007977318,0.5859297225177513
0.7615982190520711,0.9879522861869778
0.8250647373064104,1.80878490234636
0.8885312555607496,0.4113509060875543
0.9519977738150889,1.2479737858185185
1.0154642920694281,1.1760594721276072
1.0789308103237674,1.6380728392950878
1.1423973285781066,2.1284612010031503
1.2058638468324459,2.391963733534606
1.269330365086785,2.6698793980931184
1.3327968833411243,3.440966304145605
1.3962634015954636,5.588288335090309
1.4597299198498028,9.289264419922478
1.5231964381041423,21.400120222140615
1.5866629563584815,-63.029348345773435
1.6501294746128208,-12.36192566949071
1.71359599286716,-6.767734488507331
1.7770625111214993,-5.223683705892661
1.8405290293758385,-3.410886794147912
1.9039955476301778,-3.40447218065064
1.967462065884517,-2.557985030482006
2.0309285841388562,-3.0395946193934558
2.0943951023931957,-2.10086986521338
2.1578616206475347,-0.8239003275490006
2.221328138901874,-1.46493436665171
2.284794657156213,-1.370064546626572
2.3482611754105527,-1.0852459314362717
2.4117276936648917,-0.7125834664268227
2.475194211919231,-0.2706728673133516
2.53866073017357,-0.30014217451945535
2.6021272484279097,-0.6625165259404775
2.6655937666822487,-0.4665912357853884
2.729060284936588,-1.2208106910695005
2.792526803190927,-0.545031281189047
2.8559933214452666,-0.18719104942367984
2.9194598396996057,-0.09289263880755386
2.982926357953945,-0.8586782205889969
3.0463928762082846,0.0042544590725047265
3.1098593944626236,-0.14721068414339888
3.173325912716963,0.10016161744369541
3.236792430971302,1.019660260545452
3.3002589492256416,0.6922364380272356
3.3637254674799806,-0.5428454243894261
3.42719198573432,0.33085662288589895
3.490658503988659,1.0098887801398744
3.5541250222429985,0.9209648379803048
3.6175915404973376,0.7265109178929549
3.681058058751677,1.4965952952350479
3.744524577006016,0.5986739703608208
3.8079910952603555,1.2776299758376717
3.8714576135146945,1.2628645375259502
3.934924131769034,0.5799965055888501
3.998390650023373,1.315458230930509
4.0618571682777125,0.16913365280903814
4.1253236865320515,2.150115481414354
4.188790204786391,1.940371486002672
4.25225672304073,2.2778520209759
4.3157232412950695,2.6423775697238194
4.3791897595494085,2.7089165272223004
4.442656277803748,2.9576434554530966
4.506122796058087,4.661000758940902
4.569589314312426,7.298758811473751
4.6330558325667655,12.628584785433757
4.696522350821105,63.47304461781297
4.759988869075444,-21.587184707808007
4.823455387329783,-8.831481165978026
4.886921905584122,-5.732716383048583
4.950388423838462,-3.589295953916844
5.013854942092801,-2.7706680331540734
5.07732146034714,-2.76084701840698
5.14078797860148,-2.2003632931360237
5.204254496855819,-1.4067533854126255
5.267721015110158,-1.9647662349731743
5.331187533364497,-1.8284065526908782
5.394654051618837,-1.7681233367134777
5.458120569873176,-1.058644237887733
5.521587088127515,-1.1828468987541956
5.585053606381854,-1.240621890680013
5.648520124636194,-1.0252573902420836
5.711986642890533,-0.2479121269691792
5.775453161144872,-1.1812622825355432
5.838919679399211,-0.11477075157461841
5.902386197653551,-0.4050500668885505
5.96585271590789,1.1575632240266251
6.029319234162229,-0.32056491084284117
6.092785752416569,0.43977169908528757
6.156252270670908,-0.12392966411493225
6.219718788925247,-0.9620073653189788
6.283185307179586,-0.2686293682716222
